Id,Latitude,Longitude,Bedrooms,Bathrooms,Square footage,Price,Amenities
418,42.392032,-71.06367,1,1,869,1947,Fitness Center|Washer/Dryer|Stainless Steel Appliances|Utilities Included
419,42.372932,-71.123688,4,2,2684,3757,Utilities Included|Pool|Central Air|Stainless Steel Appliances|Fitness Center|Secure Entrance
420,42.391243,-71.135286,3,2,2105,3628,Central Air|Washer/Dryer|Granite Countertops|Off-Street Parking|Stainless Steel Appliances|Secure Entrance
421,42.351817,-71.113136,2,2,1198,2846,Granite Countertops|Picnic Area|Utilities Included|Central Air|Off-Street Parking|Stainless Steel Appliances|Dishwasher
422,42.408846,-71.071702,3,3,1959,3717,Fitness Center|Central Air|Dishwasher|Secure Entrance|Stainless Steel Appliances|Picnic Area|Pool|Off-Street Parking|Granite Countertops
423,42.316542,-71.106862,0,1,483,924,Pool|Fitness Center|Granite Countertops|Washer/Dryer|Dishwasher|Secure Entrance|Central Air|Picnic Area|Utilities Included|Stainless Steel Appliances
424,42.374152,-71.10867,4,1,2313,3525,Central Air|Picnic Area|Fitness Center|Stainless Steel Appliances|Secure Entrance|Off-Street Parking|Granite Countertops
425,42.391179,-71.06111,4,4,2463,3882,Secure Entrance|Pool
426,42.37078,-71.068205,2,2,984,3145,Utilities Included|Stainless Steel Appliances|Pool|Off-Street Parking|Central Air
427,42.372468,-71.05547,1,1,1089,1724,Dishwasher|Stainless Steel Appliances|Picnic Area|Washer/Dryer|Pool|Utilities Included|Fitness Center|Granite Countertops|Off-Street Parking|Secure Entrance
428,42.365422,-71.074013,3,2,1712,3158,Utilities Included
429,42.385628,-71.076814,1,1,873,1759,Picnic Area|Pool|Stainless Steel Appliances
430,42.391033,-71.126519,0,1,442,1068,Utilities Included|Granite Countertops|Stainless Steel Appliances|Fitness Center|Dishwasher|Off-Street Parking|Picnic Area|Central Air
431,42.394166,-71.069705,2,2,1382,3265,Central Air|Dishwasher|Fitness Center|Secure Entrance|Stainless Steel Appliances|Utilities Included|Picnic Area|Pool
432,42.374819,-71.113337,3,1,1860,3541,Pool|Utilities Included|Stainless Steel Appliances|Washer/Dryer|Secure Entrance|Dishwasher|Central Air|Granite Countertops
433,42.357167,-71.136934,4,2,2109,4397,Dishwasher|Granite Countertops|Washer/Dryer|Secure Entrance|Fitness Center|Utilities Included|Picnic Area|Pool|Stainless Steel Appliances|Off-Street Parking
434,42.376329,-71.120059,3,2,2053,2735,Granite Countertops|Dishwasher|Central Air
435,42.347138,-71.113628,2,1,1432,2475,Secure Entrance|Utilities Included|Central Air|Off-Street Parking|Picnic Area|Stainless Steel Appliances
436,42.31567,-71.089235,3,2,2303,3528,Granite Countertops|Fitness Center|Off-Street Parking|Secure Entrance|Central Air|Utilities Included
437,42.341876,-71.108296,4,1,2743,4085,Off-Street Parking|Fitness Center|Dishwasher|Pool|Washer/Dryer|Stainless Steel Appliances|Central Air|Picnic Area|Granite Countertops|Utilities Included|Secure Entrance
438,42.343252,-71.081067,1,1,575,1644,Stainless Steel Appliances|Dishwasher|Fitness Center
439,42.384967,-71.098576,4,3,1747,4263,Washer/Dryer|Stainless Steel Appliances|Picnic Area|Granite Countertops|Utilities Included|Dishwasher|Fitness Center|Pool|Off-Street Parking
440,42.398154,-71.084297,0,1,563,1000,Picnic Area|Central Air|Washer/Dryer|Stainless Steel Appliances|Utilities Included|Off-Street Parking|Pool|Fitness Center|Secure Entrance|Granite Countertops
441,42.366432,-71.058491,2,2,1453,3225,Granite Countertops|Washer/Dryer|Pool|Off-Street Parking|Stainless Steel Appliances|Fitness Center|Utilities Included
442,42.340536,-71.134018,4,3,2273,3820,Dishwasher
443,42.383372,-71.125417,3,3,2187,3631,Secure Entrance|Granite Countertops|Utilities Included|Pool|Stainless Steel Appliances|Central Air|Off-Street Parking|Washer/Dryer|Fitness Center
444,42.324272,-71.08955,0,1,681,1023,Secure Entrance|Stainless Steel Appliances|Utilities Included
445,42.38657,-71.059469,4,2,2118,4647,Pool|Dishwasher|Fitness Center|Stainless Steel Appliances|Picnic Area|Granite Countertops|Central Air|Off-Street Parking|Secure Entrance|Utilities Included
446,42.318917,-71.136826,4,2,2406,3543,Dishwasher|Pool|Secure Entrance|Granite Countertops|Picnic Area
447,42.350981,-71.078441,3,1,1818,3496,Washer/Dryer|Secure Entrance|Central Air|Fitness Center|Stainless Steel Appliances|Dishwasher|Granite Countertops
448,42.386101,-71.151519,4,1,2393,3900,Utilities Included|Off-Street Parking
449,42.403569,-71.111398,1,1,738,1681,Secure Entrance
450,42.341708,-71.074425,4,3,1931,4084,Fitness Center|Granite Countertops|Central Air|Picnic Area|Pool|Dishwasher|Stainless Steel Appliances|Utilities Included
451,42.408501,-71.12327,0,1,339,1142,Utilities Included|Central Air|Picnic Area|Stainless Steel Appliances|Fitness Center|Washer/Dryer|Granite Countertops|Off-Street Parking|Dishwasher
452,42.389317,-71.130264,4,4,2974,4767,Fitness Center
453,42.387269,-71.083908,0,1,309,956,Utilities Included|Picnic Area|Central Air|Granite Countertops|Secure Entrance|Fitness Center|Dishwasher|Pool|Washer/Dryer|Stainless Steel Appliances
454,42.373118,-71.13809,4,2,2346,4094,Dishwasher|Utilities Included
455,42.372263,-71.096504,4,4,2428,4377,Central Air|Secure Entrance|Picnic Area|Dishwasher
456,42.343536,-71.15082,3,1,2227,3569,Utilities Included|Dishwasher|Granite Countertops|Washer/Dryer|Picnic Area|Central Air|Off-Street Parking|Secure Entrance|Fitness Center|Pool
457,42.388032,-71.125772,2,2,1735,3087,Granite Countertops|Off-Street Parking|Picnic Area|Utilities Included|Secure Entrance|Stainless Steel Appliances
458,42.341362,-71.076354,2,2,1864,2820,Secure Entrance
459,42.405723,-71.11355,4,3,1922,3940,Washer/Dryer
460,42.372067,-71.11578,1,1,1046,1747,Fitness Center|Granite Countertops|Picnic Area|Utilities Included
461,42.338584,-71.126087,3,3,1931,3747,Utilities Included|Central Air|Picnic Area|Pool|Stainless Steel Appliances|Fitness Center
462,42.350867,-71.117237,1,1,928,1880,Secure Entrance
463,42.328113,-71.086256,3,2,2004,2994,Off-Street Parking
464,42.369426,-71.141389,0,1,649,1092,Stainless Steel Appliances|Central Air|Pool|Picnic Area|Fitness Center|Dishwasher|Secure Entrance|Off-Street Parking|Granite Countertops|Utilities Included
465,42.344896,-71.099953,2,1,1561,2055,Secure Entrance|Dishwasher|Washer/Dryer
466,42.372072,-71.072848,1,1,695,1726,Fitness Center|Washer/Dryer|Dishwasher|Utilities Included|Off-Street Parking|Secure Entrance|Stainless Steel Appliances|Granite Countertops|Pool|Picnic Area
467,42.391419,-71.073477,4,3,2538,3807,Stainless Steel Appliances|Dishwasher|Picnic Area|Washer/Dryer|Central Air|Secure Entrance|Fitness Center|Granite Countertops
468,42.380938,-71.076469,3,3,2168,3635,Granite Countertops|Central Air|Fitness Center|Secure Entrance|Washer/Dryer|Off-Street Parking|Dishwasher|Picnic Area|Utilities Included
469,42.403525,-71.065559,2,1,1332,2207,Fitness Center|Central Air|Picnic Area|Utilities Included
470,42.394606,-71.08447,2,1,1559,2569,Secure Entrance
471,42.407272,-71.093047,2,1,1036,2663,Dishwasher|Utilities Included|Picnic Area|Central Air|Granite Countertops|Fitness Center|Washer/Dryer|Off-Street Parking|Pool|Secure Entrance|Stainless Steel Appliances
472,42.396376,-71.062994,0,1,464,760,Granite Countertops
473,42.378025,-71.085306,1,1,999,1863,Dishwasher|Central Air|Stainless Steel Appliances
474,42.325557,-71.124567,3,2,1688,3259,Washer/Dryer|Secure Entrance|Picnic Area|Central Air
475,42.367322,-71.122825,1,1,721,1700,Secure Entrance|Granite Countertops|Washer/Dryer|Stainless Steel Appliances|Dishwasher|Off-Street Parking|Central Air|Utilities Included
476,42.338988,-71.135067,3,2,1841,3632,Off-Street Parking|Secure Entrance|Dishwasher|Fitness Center|Stainless Steel Appliances
477,42.329053,-71.124042,4,2,1896,4386,Washer/Dryer|Utilities Included|Secure Entrance|Off-Street Parking|Picnic Area|Pool|Stainless Steel Appliances
478,42.395719,-71.146621,0,1,438,846,Fitness Center|Picnic Area|Pool|Central Air|Secure Entrance|Stainless Steel Appliances
479,42.36354,-71.121503,0,1,354,1010,Granite Countertops|Stainless Steel Appliances|Picnic Area|Fitness Center|Pool|Dishwasher|Washer/Dryer|Off-Street Parking
480,42.326689,-71.062306,4,4,2165,4387,Off-Street Parking|Fitness Center|Washer/Dryer|Central Air|Pool|Stainless Steel Appliances|Secure Entrance
481,42.360351,-71.143466,2,1,1094,2447,Picnic Area
482,42.396966,-71.139338,2,1,1376,2651,Secure Entrance|Stainless Steel Appliances|Dishwasher
483,42.385345,-71.114121,0,1,568,996,Granite Countertops
484,42.365711,-71.108599,3,3,1679,3499,Central Air
485,42.411833,-71.105543,0,1,661,1143,Granite Countertops|Off-Street Parking|Utilities Included|Dishwasher
486,42.393934,-71.111174,3,1,2271,3540,Central Air|Stainless Steel Appliances|Utilities Included|Dishwasher|Pool
487,42.386436,-71.119847,0,1,446,827,Pool|Dishwasher
488,42.34621,-71.152656,3,1,1849,2909,Central Air
489,42.335991,-71.114394,1,1,1037,1531,Picnic Area|Stainless Steel Appliances|Utilities Included|Granite Countertops
490,42.407657,-71.08261,0,1,273,1044,Off-Street Parking|Dishwasher
491,42.391531,-71.104133,2,1,1728,2514,Pool|Stainless Steel Appliances|Central Air|Picnic Area|Fitness Center|Secure Entrance|Granite Countertops|Utilities Included
492,42.359293,-71.103086,0,1,632,930,Central Air|Secure Entrance|Off-Street Parking|Picnic Area|Dishwasher
493,42.370284,-71.053982,0,1,441,936,Off-Street Parking|Picnic Area|Central Air|Dishwasher|Granite Countertops
494,42.320007,-71.131676,0,1,346,809,Utilities Included
495,42.338542,-71.10487,1,1,559,1975,Secure Entrance|Picnic Area|Washer/Dryer|Utilities Included|Central Air|Granite Countertops
496,42.377849,-71.066591,3,1,2012,3307,Picnic Area|Dishwasher|Granite Countertops|Central Air|Utilities Included|Stainless Steel Appliances
497,42.387627,-71.138403,1,1,1116,1964,Central Air|Washer/Dryer|Fitness Center|Stainless Steel Appliances|Utilities Included
498,42.349786,-71.111426,4,3,2260,4372,Picnic Area|Stainless Steel Appliances|Washer/Dryer|Central Air
499,42.354458,-71.134014,3,2,1656,3144,Central Air|Dishwasher|Off-Street Parking|Utilities Included|Secure Entrance|Granite Countertops|Fitness Center
500,42.413772,-71.056905,3,2,1514,3211,Picnic Area|Washer/Dryer|Stainless Steel Appliances|Off-Street Parking|Central Air|Pool|Secure Entrance|Utilities Included|Granite Countertops
501,42.372791,-71.085414,0,1,419,1068,Stainless Steel Appliances|Off-Street Parking|Pool|Central Air|Utilities Included|Secure Entrance|Washer/Dryer|Dishwasher|Fitness Center|Picnic Area
502,42.352971,-71.106427,1,1,1283,1744,Pool|Secure Entrance|Washer/Dryer|Utilities Included
503,42.375076,-71.09624,2,1,1458,2827,Stainless Steel Appliances|Secure Entrance|Washer/Dryer|Picnic Area|Fitness Center|Off-Street Parking|Utilities Included
504,42.341535,-71.106834,4,2,2178,4290,Washer/Dryer|Central Air|Pool|Utilities Included
505,42.336025,-71.149989,1,1,1199,2022,Utilities Included|Fitness Center|Secure Entrance|Off-Street Parking|Picnic Area
506,42.31576,-71.067367,3,3,2336,3995,Off-Street Parking|Central Air|Pool|Utilities Included|Secure Entrance
507,42.403797,-71.084897,3,2,1296,3021,Granite Countertops|Picnic Area
508,42.373236,-71.151888,0,1,263,990,Granite Countertops|Central Air|Stainless Steel Appliances|Off-Street Parking|Washer/Dryer|Fitness Center|Secure Entrance
509,42.390042,-71.064199,0,1,726,1026,Granite Countertops|Fitness Center|Utilities Included|Dishwasher|Central Air
510,42.379691,-71.123593,0,1,730,990,Off-Street Parking|Central Air|Picnic Area|Dishwasher|Stainless Steel Appliances|Washer/Dryer
511,42.390315,-71.143111,1,1,1160,1872,Central Air|Washer/Dryer|Dishwasher|Utilities Included|Fitness Center|Secure Entrance|Stainless Steel Appliances|Granite Countertops|Pool
512,42.319748,-71.144334,0,1,678,970,Off-Street Parking|Central Air|Utilities Included|Washer/Dryer|Pool
513,42.341683,-71.132669,3,3,2044,3702,Fitness Center|Picnic Area|Stainless Steel Appliances|Off-Street Parking|Central Air|Secure Entrance|Washer/Dryer|Granite Countertops
514,42.342359,-71.133819,0,1,643,1142,Off-Street Parking|Dishwasher|Washer/Dryer|Stainless Steel Appliances|Pool|Picnic Area|Granite Countertops|Secure Entrance|Central Air|Utilities Included
515,42.356573,-71.055413,3,3,2325,3955,Dishwasher|Washer/Dryer|Picnic Area|Central Air|Off-Street Parking|Granite Countertops|Fitness Center|Utilities Included|Pool
516,42.354169,-71.064299,3,3,1503,3959,Utilities Included|Picnic Area|Stainless Steel Appliances|Pool
517,42.325026,-71.064092,2,2,1244,2954,Fitness Center|Stainless Steel Appliances|Granite Countertops|Central Air|Secure Entrance|Picnic Area|Washer/Dryer|Dishwasher|Pool
518,42.392295,-71.131794,3,3,1844,4047,Dishwasher|Secure Entrance
519,42.326956,-71.099844,1,1,938,1666,Dishwasher|Pool|Central Air|Washer/Dryer|Utilities Included|Picnic Area|Secure Entrance
520,42.394306,-71.074068,0,1,412,871,Picnic Area|Utilities Included|Granite Countertops
521,42.393891,-71.069882,1,1,995,1734,Stainless Steel Appliances|Pool|Utilities Included|Picnic Area
522,42.383367,-71.139321,2,1,1434,3054,Dishwasher|Picnic Area|Off-Street Parking|Central Air|Granite Countertops|Pool|Washer/Dryer|Secure Entrance|Utilities Included|Fitness Center|Stainless Steel Appliances
523,42.36488,-71.119543,1,1,991,1708,Off-Street Parking|Granite Countertops|Picnic Area|Dishwasher|Fitness Center|Secure Entrance|Utilities Included|Central Air
524,42.391674,-71.071422,2,1,1823,2606,Granite Countertops|Off-Street Parking|Washer/Dryer|Fitness Center|Utilities Included|Stainless Steel Appliances|Secure Entrance|Picnic Area
525,42.396551,-71.130078,1,1,919,1812,Stainless Steel Appliances|Off-Street Parking|Fitness Center|Pool|Dishwasher|Picnic Area|Central Air
526,42.349904,-71.079576,2,1,1482,2503,Stainless Steel Appliances|Picnic Area|Fitness Center|Pool|Granite Countertops|Utilities Included
527,42.405817,-71.057275,4,2,2390,3602,Secure Entrance|Stainless Steel Appliances|Granite Countertops
528,42.34173,-71.107718,4,2,1653,4025,Utilities Included|Stainless Steel Appliances|Off-Street Parking|Central Air|Dishwasher|Secure Entrance|Fitness Center|Picnic Area|Granite Countertops
529,42.375456,-71.060819,1,1,1139,1640,Stainless Steel Appliances|Utilities Included|Central Air
530,42.320676,-71.13642,4,4,2345,4601,Utilities Included|Granite Countertops|Fitness Center
531,42.404445,-71.086896,0,1,572,1001,Pool|Picnic Area|Granite Countertops|Utilities Included|Stainless Steel Appliances|Dishwasher|Central Air|Washer/Dryer|Fitness Center|Secure Entrance
532,42.319107,-71.127067,1,1,1076,1513,Pool|Utilities Included|Picnic Area|Stainless Steel Appliances|Washer/Dryer|Fitness Center|Granite Countertops|Central Air
533,42.342282,-71.089951,4,4,2200,4392,Granite Countertops|Picnic Area|Pool|Dishwasher
534,42.331164,-71.09134,2,1,1206,2976,Secure Entrance|Dishwasher|Off-Street Parking|Utilities Included|Stainless Steel Appliances|Picnic Area|Washer/Dryer|Granite Countertops|Central Air
535,42.376103,-71.077355,3,1,1977,3464,Pool|Utilities Included|Picnic Area|Stainless Steel Appliances|Granite Countertops|Fitness Center|Washer/Dryer|Off-Street Parking|Secure Entrance|Dishwasher|Central Air
536,42.315947,-71.082837,1,1,893,1762,Dishwasher|Fitness Center|Stainless Steel Appliances|Utilities Included|Secure Entrance|Washer/Dryer|Granite Countertops|Pool|Central Air
537,42.334777,-71.149114,3,2,1619,3674,Central Air|Off-Street Parking|Stainless Steel Appliances|Pool|Washer/Dryer|Fitness Center|Secure Entrance|Picnic Area|Granite Countertops|Dishwasher|Utilities Included
538,42.354394,-71.109917,0,1,704,847,Fitness Center|Granite Countertops
539,42.388549,-71.15172,3,3,1942,3311,Pool|Picnic Area|Granite Countertops|Secure Entrance|Fitness Center|Washer/Dryer|Stainless Steel Appliances|Central Air
540,42.346921,-71.142122,3,1,1863,3360,Granite Countertops|Central Air|Stainless Steel Appliances|Off-Street Parking|Utilities Included|Fitness Center|Dishwasher|Picnic Area|Pool|Washer/Dryer
541,42.320736,-71.099818,1,1,1184,1760,Fitness Center|Pool|Off-Street Parking|Picnic Area|Dishwasher
542,42.382401,-71.118834,3,2,2377,2707,Off-Street Parking|Secure Entrance|Granite Countertops
543,42.320052,-71.099193,4,2,2609,4246,Pool|Picnic Area|Granite Countertops|Utilities Included
544,42.403595,-71.091027,3,2,1791,3335,Dishwasher|Picnic Area|Stainless Steel Appliances|Off-Street Parking|Central Air
545,42.411708,-71.084461,4,1,2246,3308,Picnic Area|Utilities Included|Dishwasher|Central Air|Off-Street Parking|Granite Countertops
546,42.407618,-71.137659,2,1,942,2964,Picnic Area|Stainless Steel Appliances|Off-Street Parking|Granite Countertops|Fitness Center
547,42.340973,-71.110766,3,1,1925,3475,Utilities Included|Fitness Center|Pool
548,42.375168,-71.091877,3,3,2359,3341,Granite Countertops|Pool|Secure Entrance|Washer/Dryer|Central Air|Stainless Steel Appliances|Dishwasher
549,42.37468,-71.109176,2,1,1372,2560,Utilities Included|Central Air|Dishwasher
550,42.316106,-71.059424,1,1,716,1899,Granite Countertops|Off-Street Parking|Stainless Steel Appliances
551,42.403056,-71.076057,1,1,1114,1711,Picnic Area|Secure Entrance|Washer/Dryer|Utilities Included|Off-Street Parking|Central Air|Dishwasher|Granite Countertops|Fitness Center
552,42.319772,-71.152598,0,1,546,874,Utilities Included|Fitness Center|Washer/Dryer|Central Air|Secure Entrance|Granite Countertops
553,42.379613,-71.142886,0,1,374,1149,Stainless Steel Appliances|Secure Entrance|Dishwasher|Central Air|Utilities Included|Picnic Area|Fitness Center|Off-Street Parking|Pool
554,42.338865,-71.079922,0,1,602,952,Fitness Center|Granite Countertops|Central Air|Off-Street Parking
555,42.328304,-71.125505,2,1,1276,2523,Picnic Area|Stainless Steel Appliances|Off-Street Parking
556,42.340184,-71.106762,4,3,2890,4558,Stainless Steel Appliances|Pool|Granite Countertops|Picnic Area|Off-Street Parking|Fitness Center|Central Air|Secure Entrance|Utilities Included|Washer/Dryer|Dishwasher
557,42.345993,-71.098797,3,1,1764,2591,Secure Entrance|Dishwasher|Fitness Center|Utilities Included|Washer/Dryer|Pool|Granite Countertops|Off-Street Parking|Picnic Area|Stainless Steel Appliances|Central Air
558,42.331497,-71.063076,4,4,2426,4460,Stainless Steel Appliances|Fitness Center|Picnic Area|Pool|Washer/Dryer|Secure Entrance|Central Air|Utilities Included|Granite Countertops|Off-Street Parking
559,42.355666,-71.08551,0,1,498,1078,Pool|Utilities Included|Dishwasher|Granite Countertops|Fitness Center|Secure Entrance|Washer/Dryer|Picnic Area|Central Air|Stainless Steel Appliances|Off-Street Parking
560,42.397593,-71.097862,4,3,2335,3804,Central Air|Off-Street Parking|Stainless Steel Appliances|Utilities Included|Secure Entrance|Granite Countertops|Washer/Dryer
561,42.334814,-71.106064,2,2,1511,3276,Secure Entrance|Washer/Dryer|Granite Countertops|Utilities Included|Dishwasher|Stainless Steel Appliances|Picnic Area|Central Air|Off-Street Parking|Pool
562,42.340629,-71.144249,0,1,489,854,Stainless Steel Appliances|Dishwasher
563,42.358595,-71.10902,1,1,913,1927,Washer/Dryer|Secure Entrance|Dishwasher|Picnic Area|Central Air|Pool|Granite Countertops|Stainless Steel Appliances|Off-Street Parking|Fitness Center
564,42.40773,-71.059622,1,1,951,2085,Off-Street Parking|Secure Entrance|Picnic Area|Fitness Center|Pool|Central Air|Utilities Included|Washer/Dryer|Dishwasher
565,42.380874,-71.128478,3,2,1550,3761,Pool|Fitness Center|Picnic Area|Secure Entrance|Stainless Steel Appliances
566,42.407755,-71.119055,1,1,733,1804,Central Air|Stainless Steel Appliances|Dishwasher|Off-Street Parking|Granite Countertops
567,42.332865,-71.095089,3,1,1256,3002,Dishwasher|Fitness Center|Off-Street Parking|Stainless Steel Appliances|Secure Entrance|Granite Countertops|Central Air|Pool
568,42.353253,-71.123285,0,1,296,956,Off-Street Parking|Granite Countertops|Picnic Area|Stainless Steel Appliances
569,42.332642,-71.069113,2,2,1147,2872,Utilities Included|Pool|Secure Entrance|Stainless Steel Appliances
570,42.321804,-71.140761,1,1,1145,1870,Stainless Steel Appliances|Fitness Center|Off-Street Parking|Central Air|Granite Countertops|Picnic Area|Pool|Washer/Dryer|Utilities Included
571,42.365784,-71.152498,0,1,288,980,Picnic Area|Secure Entrance|Dishwasher|Stainless Steel Appliances|Washer/Dryer|Fitness Center|Granite Countertops|Pool
572,42.350516,-71.115509,4,3,2253,4254,Central Air|Stainless Steel Appliances|Granite Countertops|Pool|Washer/Dryer|Secure Entrance|Picnic Area|Off-Street Parking|Fitness Center|Dishwasher|Utilities Included
573,42.393055,-71.112838,1,1,941,1861,Fitness Center|Pool|Secure Entrance
574,42.398305,-71.126678,0,1,667,1015,Secure Entrance|Picnic Area|Central Air|Fitness Center|Pool|Utilities Included|Off-Street Parking|Dishwasher
575,42.32835,-71.066598,4,4,1865,4314,Fitness Center|Granite Countertops|Washer/Dryer|Central Air|Pool|Secure Entrance|Dishwasher|Stainless Steel Appliances|Utilities Included|Off-Street Parking|Picnic Area
576,42.408107,-71.088383,0,1,660,1025,Secure Entrance|Stainless Steel Appliances|Dishwasher|Pool|Fitness Center
577,42.326924,-71.141827,0,1,634,1081,Secure Entrance|Picnic Area|Off-Street Parking|Stainless Steel Appliances|Granite Countertops|Dishwasher
578,42.348644,-71.060857,4,2,2223,3682,Central Air|Stainless Steel Appliances
579,42.367079,-71.130534,0,1,421,1260,Picnic Area|Utilities Included|Pool|Washer/Dryer|Granite Countertops|Stainless Steel Appliances|Off-Street Parking|Dishwasher|Fitness Center|Secure Entrance
580,42.376027,-71.152204,3,3,2042,3224,Stainless Steel Appliances|Central Air|Secure Entrance
581,42.370797,-71.068459,2,1,1269,2133,Washer/Dryer|Picnic Area|Secure Entrance|Dishwasher|Central Air|Utilities Included
582,42.401567,-71.116606,3,1,1877,3778,Central Air|Washer/Dryer
583,42.367245,-71.123986,4,3,2683,3856,Pool|Granite Countertops|Washer/Dryer|Picnic Area|Utilities Included
584,42.37132,-71.073359,1,1,783,1673,Stainless Steel Appliances|Washer/Dryer|Picnic Area|Granite Countertops|Dishwasher|Central Air|Fitness Center|Secure Entrance|Off-Street Parking|Utilities Included|Pool
585,42.403619,-71.146056,3,1,1654,2922,Washer/Dryer
586,42.351113,-71.084041,1,1,859,1598,Pool|Picnic Area|Utilities Included
587,42.356961,-71.081823,2,2,1068,2926,Fitness Center|Off-Street Parking|Washer/Dryer|Stainless Steel Appliances
588,42.410444,-71.093886,4,2,2601,4115,Fitness Center|Pool|Washer/Dryer
589,42.316213,-71.099595,0,1,544,1187,Off-Street Parking|Secure Entrance|Utilities Included|Washer/Dryer|Dishwasher|Stainless Steel Appliances|Fitness Center|Granite Countertops|Central Air|Pool
590,42.331836,-71.089938,3,1,1757,3596,Off-Street Parking|Washer/Dryer|Picnic Area|Stainless Steel Appliances
591,42.383225,-71.095331,4,4,2322,4067,Stainless Steel Appliances|Central Air|Secure Entrance|Dishwasher|Utilities Included|Granite Countertops|Off-Street Parking|Fitness Center
592,42.399369,-71.128304,1,1,1087,1784,Granite Countertops|Washer/Dryer|Stainless Steel Appliances|Fitness Center|Off-Street Parking|Pool|Central Air|Utilities Included|Secure Entrance
593,42.321993,-71.127782,2,2,1812,2998,Granite Countertops|Off-Street Parking|Dishwasher|Secure Entrance|Picnic Area|Fitness Center
594,42.408241,-71.111675,1,1,881,2039,Picnic Area|Central Air|Off-Street Parking|Secure Entrance|Washer/Dryer|Fitness Center|Utilities Included|Stainless Steel Appliances|Dishwasher|Pool
595,42.317433,-71.058093,4,2,2359,3734,Utilities Included|Granite Countertops|Stainless Steel Appliances|Dishwasher|Off-Street Parking|Secure Entrance|Picnic Area|Washer/Dryer|Pool|Fitness Center
596,42.414083,-71.064359,1,1,651,1722,Central Air|Granite Countertops|Secure Entrance|Washer/Dryer|Pool|Stainless Steel Appliances|Fitness Center|Off-Street Parking|Utilities Included
597,42.335938,-71.14135,1,1,918,1443,Fitness Center|Granite Countertops
598,42.367498,-71.097935,1,1,1104,1808,Central Air|Dishwasher|Utilities Included|Fitness Center|Picnic Area|Washer/Dryer|Off-Street Parking
599,42.404857,-71.065766,4,2,2051,4033,Stainless Steel Appliances|Secure Entrance|Washer/Dryer|Utilities Included|Pool|Picnic Area|Dishwasher|Central Air|Fitness Center|Granite Countertops
600,42.319539,-71.087917,0,1,747,927,Granite Countertops|Stainless Steel Appliances|Dishwasher|Off-Street Parking|Picnic Area
601,42.379912,-71.097441,3,2,1835,3359,Off-Street Parking|Pool|Central Air|Utilities Included|Granite Countertops|Fitness Center|Stainless Steel Appliances
602,42.373961,-71.127176,3,3,2077,3969,Picnic Area|Fitness Center|Secure Entrance
603,42.409651,-71.135789,3,1,1452,3385,Pool|Central Air|Secure Entrance|Dishwasher
604,42.387352,-71.066008,0,1,462,1026,Utilities Included|Stainless Steel Appliances|Pool|Central Air|Fitness Center|Dishwasher|Picnic Area|Washer/Dryer|Granite Countertops
605,42.34047,-71.133137,4,4,2345,3880,Secure Entrance|Off-Street Parking|Utilities Included|Fitness Center|Dishwasher|Washer/Dryer|Pool|Granite Countertops|Central Air
606,42.329875,-71.119513,3,1,2073,3162,Pool|Granite Countertops|Picnic Area|Stainless Steel Appliances|Central Air|Fitness Center|Utilities Included|Dishwasher|Off-Street Parking
607,42.324955,-71.129773,4,1,2375,4143,Utilities Included|Granite Countertops|Stainless Steel Appliances|Pool|Fitness Center|Washer/Dryer|Picnic Area|Central Air|Off-Street Parking|Secure Entrance
608,42.356461,-71.119872,1,1,1081,1700,Off-Street Parking
609,42.37552,-71.12104,0,1,262,1122,Stainless Steel Appliances|Secure Entrance|Central Air|Granite Countertops|Washer/Dryer|Dishwasher|Fitness Center|Off-Street Parking
610,42.375484,-71.069469,3,3,2200,3726,Utilities Included|Off-Street Parking|Secure Entrance|Picnic Area|Granite Countertops|Fitness Center
611,42.341289,-71.134081,2,1,1237,2793,Granite Countertops|Washer/Dryer|Pool|Dishwasher|Central Air
612,42.327066,-71.088553,2,2,1385,2797,Washer/Dryer|Dishwasher|Off-Street Parking|Picnic Area|Utilities Included|Central Air|Fitness Center|Stainless Steel Appliances
613,42.357885,-71.144535,0,1,597,893,Utilities Included|Secure Entrance|Picnic Area
614,42.37586,-71.076229,1,1,1022,1734,Stainless Steel Appliances|Dishwasher|Off-Street Parking|Fitness Center|Picnic Area|Pool|Washer/Dryer|Granite Countertops|Utilities Included|Central Air|Secure Entrance
615,42.346385,-71.05848,4,4,2163,5308,Fitness Center|Picnic Area|Granite Countertops|Utilities Included|Dishwasher|Off-Street Parking|Central Air|Washer/Dryer|Secure Entrance
616,42.34124,-71.152182,3,2,1683,3247,Utilities Included|Fitness Center|Stainless Steel Appliances|Dishwasher|Secure Entrance|Pool|Picnic Area
617,42.398527,-71.143993,2,1,1677,2692,Utilities Included|Fitness Center|Dishwasher|Stainless Steel Appliances|Off-Street Parking|Washer/Dryer
618,42.340338,-71.142522,2,2,1491,3159,Utilities Included|Pool
619,42.401093,-71.09867,3,2,1624,3319,Washer/Dryer|Off-Street Parking|Central Air|Pool|Dishwasher|Granite Countertops|Secure Entrance|Stainless Steel Appliances|Utilities Included|Picnic Area
620,42.365198,-71.086959,0,1,532,1125,Off-Street Parking|Central Air|Secure Entrance|Utilities Included|Fitness Center|Stainless Steel Appliances|Dishwasher|Pool|Granite Countertops
621,42.40739,-71.085752,0,1,429,957,Picnic Area|Utilities Included|Dishwasher|Secure Entrance
