,paperID,abstract,title,terms,authors,affiliation,pubYear,confName
867,868,"Social web applications like wikis, social networks, and crowdsourcing markets have provided people with new dynamic forms of communication and collaboration  Although communities have widely adopted these systems, the methodological support for their architecting is still at the beginning  Since social web applications are mediation environments for human interaction, environment based coordination models like stigmergy have increased in relevance  Therefore, we propose the concept of a Stigmergic Information System  SIS  architecture metamodel, which embeds a stigmergy like coordination model  The metamodel defines key system elements and organizes a system into four layers  agent, artifact data, analysis   control and workflow  The metamodel should support the systematic investigation of common architecture elements, their relations and interdependencies, and future approaches for the description and modeling of social web applications  In this work we introduce the SIS architecture metamodel and evaluate the metamodel s validity with preliminary results from a pilot survey on groupware systems    2014 Springer International Publishing Switzerland   19 refs",Towards a coordination centric architecture metamodel for social web applications,"['Groupware', 'Information systems', 'Software architecture', 'Architecture meta-model', 'Collective intelligences', 'Coordination', 'Social Web applications', 'Stigmergy', 'Computer Software, Data Handling and Applications', 'Information Dissemination']","['Musil, Juergen', '', '', 'Musil, Angelika', '', '', 'Biffl, Stefan']","CDL Flex, Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9 188, 1040 Vienna, Austria",2014,ECSA
868,869,"Social web applications like wikis, social networks, and crowdsourcing markets have provided people with new dynamic forms of communication and collaboration  Although communities have widely adopted these systems, the methodological support for their architecting is still at the beginning  Since social web applications are mediation environments for human interaction, environment based coordination models like stigmergy have increased in relevance  Therefore, we propose the concept of a Stigmergic Information System  SIS  architecture metamodel, which embeds a stigmergy like coordination model  The metamodel defines key system elements and organizes a system into four layers  agent, artifact data, analysis   control and workflow  The metamodel should support the systematic investigation of common architecture elements, their relations and interdependencies, and future approaches for the description and modeling of social web applications  In this work we introduce the SIS architecture metamodel and evaluate the metamodel s validity with preliminary results from a pilot survey on groupware systems   19 refs",Towards a Coordination Centric Architecture Metamodel for Social Web Applications,"['groupware', 'human computer interaction', 'information systems', 'Internet', 'social sciences computing', 'software architecture', 'coordination-centric architecture metamodel', 'social Web applications', 'mediation environments', 'human interaction', 'environment-based coordination models', 'stigmergic information system', 'SIS architecture metamodel', 'stigmergy-like coordination model', 'artifact data', 'groupware systems', 'Social and behavioural sciences computing', 'Information networks', 'Software engineering techniques', 'Groupware']","['Musil, J', '', '', ' Musil, A', '', '', ' Biffl, S', '', '']","CDL Flex, Inst  of Software Technol    Interactive Syst , Vienna Univ  of Technol , Vienna, Austria",2014,ECSA
869,870,"Software Architecture is a key artifact in the software development process, as it provides a bridge between the requirements of the system to be and its final design  Architectural description is therefore a critical step, which can be assisted by the use of Architectural Styles  Styles make it possible to reuse architectural knowledge by providing guidelines for its description, and by constraining the configuration and behavior of the target system  The architect must superimpose these constraints, but this could be an error prone task unless some kind of automatic support is provided  Therefore, this paper presents a proposal that generates proto architectures by superimposing architectural styles on the initial requirements  operationalization, using model to model  M2M  transformation techniques  Our proposal includes a tool called MORPHEUS, which applies QVT as the transformation language  a real world example is provided to explain how the superimposition process works, and how the QVT language is used to express these style based transformations    2011 Springer Verlag   19 refs",Using model transformation techniques for the superimposition of architectural styles,"['Architecture', 'Bridges', 'Software design', 'Architectural descriptions', 'Architectural knowledge', 'Architectural style', 'Critical steps', 'Error prones', 'Model driven development', 'Model transformation technique', 'model transformations', 'Software development process', 'Target systems', 'Transformation techniques', 'Bridges', 'Buildings and Towers', 'Computer Programming']","['Navarro, Elena', '', '', 'Cuesta, Carlos E', '', '', ' Perry, Dewayne E', '', '', ' Roda, Cristina']","Computing Systems Department, University of Castilla La Mancha, Spain  2  Dept  LSI2  Computing Languages and Systems II , Rey Juan Carlos University, Spain  3  Electrical and Computer Engineering Department, University of Texas, Austin, TX, United States",2011,ECSA
870,871,"Software Ecosystems  SECOs  have in recent years emerged as a promising approach for improved inter and intra organizational reuse and for reusability involving end users in the software development process  Understanding the software s role in a larger perspective and how it interconnects with stakeholders is key for progress in those directions  However, for SECOs, several theoretical and methodological gaps remain to be charted  This paper identifies one such gap, the need for precise process modeling  It elaborates on experiences gained from the analysis of a SECO for mobile learning and brings up several aspects and insights for this particular domain  The main contributions are an initial reference model for the mobile learning domain and an outline for an analysis method for domain specific SECOs    2010 ACM   18 refs",On the role of software process modeling in software ecosystem design,"['Computer software reusability', 'Ecosystems', 'Reusability', 'Software architecture', 'Technical presentations', 'Analysis method', 'Domain specific', 'End-users', 'Mobile Learning', 'mobile learning ecosystem', 'Process Modeling', 'Reference models', 'Role of software', 'Software development process', 'Software ecosystems', 'Software process modeling', 'Industrial Wastes', 'Ecology and Ecosystems', 'Computer Software, Data Handling and Applications', 'Information Dissemination']","['Pettersson, Oskar', '', '', 'Svensson, Martin', '', '', 'Gil, Didac', '', '', 'Andersson, Jesper', '', '', 'Milrad, Marcelo']","CELEKT Group, Linnaeus University, V xj , Sweden  2  Software Technology Group, Linnaeus University, V xj , Sweden",2010,ECSA
871,872,"Software Product Line  SPL  development typically relies on feature models to represent the commonalities and variabilities of a family of software products  Although feature models play an important role in describing SPL elements, they are limited to provide high level feature decompositions that do not explicitly represent the SPL architecture  To tackle this problem, we present PL AspectualACME, an extension of the ACME architecture description language that enriches existing abstractions to express architectural variabilities  They support the specification of product variations without forcing architects to learn many new abstractions  We evaluate the applicability of our proposal in the context of a real large scale system, the Ginga SPL architecture    2011 Springer Verlag   11 refs",PL AspectualACME  An aspect oriented architectural description language for software product lines,"['Abstracting', 'Network architecture', 'Software design', 'Abstracting', 'Network architecture', 'Software design', 'ADL', 'Architectural description languages', 'Architectural variability', 'Architecture description languages', 'Aspect-oriented', 'Feature models', 'High-level features', 'PL-AspectualACME', 'Product variations', 'Software Product Line', 'Software product lines', 'Software products', 'Computer Systems and Equipment', 'Computer Software, Data Handling and Applications', 'Information Sources and Analysis']","['Adachi Barbosa, Eiji', '', '', 'Batista, Thais', '', '', 'Garcia, Alessandro', '', '', 'Silva, Eduardo']","OPUS Research Group, Informatics Department, PUC Rio, Rio de Janeiro, Brazil  2  Informatics Department, UFRN, Natal, Brazil",2011,ECSA
872,873,"Software Product Line Engineering is becoming widely used due to the improvement it means when developing software products of the same family  The commonalities and variabilities of Software Product Lines  SPL  are identified during the Domain Engineering process and then, they are realized in the software architecture  Therefore, mechanisms to explicitly specify the commonalities and variabilities of SPLs at the architectural level are required  Most of the current mechanisms specify variations on the architecture by adding or removing architectural elements  However, it is also necessary to specify variations inside components  In this paper, we propose the notion of Plastic Partial Components to support internal variations  The specification of these components is performed using Invasive Software Composition techniques and without tangling the core and product architectures of the SPL  This contribution is illustrated through a SPL for developing domainspecific validation environments    2009 IEEE   28 refs",Plastic partial components  A solution to support variability in architectural components,"['Architecture', 'Computer software', 'Network architecture', 'Production engineering', 'Software design', 'Architectural components', 'Architectural element', 'Architectural levels', 'Current mechanisms', 'Domain engineering', 'Domain specific', 'Invasive software', 'Product architecture', 'Software product line engineerings', 'Software product lines', 'Software products', 'Buildings and Towers', 'Computer Systems and Equipment', 'Computer Software, Data Handling and Applications', 'Computer Programming', 'Computer Applications', 'Production Engineering']","['P rez, Jennifer', '', '', 'D az, Jessica', '', '', 'Costa Soria, Crist bal', '', '', 'Garbajosa, Juan']","Universidad Polit cnica de Madrid, E U  Inform tica, Spain  2  DSIC, Universidad Polit cnica de Valencia, Spain",2009,ECSA
873,874,"Software Product Line Engineering is becoming widely used due to the improvement it means when developing software products of the same family  The commonalities and variabilities of Software Product Lines  SPL  are identified during the Domain Engineering process and then, they are realized in the software architecture  Therefore, mechanisms to explicitly specify the commonalities and variabilities of SPLs at the architectural level are required  Most of the current mechanisms specify variations on the architecture by adding or removing architectural elements  However, it is also necessary to specify variations inside components  In this paper, we propose the notion of Plastic Partial Components to support internal variations  The specification of these components is performed using Invasive Software Composition techniques and without tangling the core and product architectures of the SPL  This contribution is illustrated through a SPL for developing domainspecific validation environments    2009 IEEE   28 refs",Plastic partial components  A solution to support variability in architectural components,"['Architecture', 'Computer software', 'Network architecture', 'Production engineering', 'Software design', 'Architectural components', 'Architectural element', 'Architectural levels', 'Current mechanisms', 'Domain engineering', 'Domain specific', 'Invasive software', 'Product architecture', 'Software product line engineerings', 'Software product lines', 'Software products', 'Buildings and Towers', 'Computer Systems and Equipment', 'Computer Software, Data Handling and Applications', 'Computer Programming', 'Computer Applications', 'Production Engineering']","['P rez, Jennifer', '', '', 'D az, Jessica', '', '', 'Costa Soria, Crist bal', '', '', 'Garbajosa, Juan']","Universidad Polit cnica de Madrid, E U  Inform tica, Spain  2  DSIC, Universidad Polit cnica de Valencia, Spain",2009,WICSA
874,875,"Software Product Line Engineering is becoming widely used due to the improvement it means when developing software products of the same family  The commonalities and variabilities of Software Product Lines  SPL  are identified during the Domain Engineering process and then, they are realized in the software architecture  Therefore, mechanisms to explicitly specify the commonalities and variabilities of SPLs at the architectural level are required  Most of the current mechanisms specify variations on the architecture by adding or removing architectural elements  However, it is also necessary to specify variations inside components  In this paper, we propose the notion of Plastic Partial Components to support internal variations  The specification of these components is performed using Invasive Software Composition techniques and without tangling the core and product architectures of the SPL  This contribution is illustrated through a SPL for developing domainspecific validation environments    2009 IEEE   28 refs",Plastic partial components  A solution to support variability in architectural components,"['Architecture', 'Computer software', 'Network architecture', 'Production engineering', 'Software design', 'Architectural components', 'Architectural element', 'Architectural levels', 'Current mechanisms', 'Domain engineering', 'Domain specific', 'Invasive software', 'Product architecture', 'Software product line engineerings', 'Software product lines', 'Software products', 'Buildings and Towers', 'Computer Systems and Equipment', 'Computer Software, Data Handling and Applications', 'Computer Programming', 'Computer Applications', 'Production Engineering']","['P rez, Jennifer', '', '', 'D az, Jessica', '', '', 'Costa Soria, Crist bal', '', '', 'Garbajosa, Juan']","Universidad Polit cnica de Madrid, E U  Inform tica, Spain  2  DSIC, Universidad Polit cnica de Valencia, Spain",2011,WICSA
875,876,"Software Product Line architects are concerned not only with traditional software architecture issues, but also with variation mechanisms that support diversity of products  A variation point may be scattered over various implementation elements  i e  components and connectors  undermining product line architecture evolution  Aspect connectors support the modularization of variation points by integrating aspects and components concepts  This work quantitatively evaluates to what extent aspect connectors supports evolution of component based product line architectures by means of a comparative study against a pure object oriented component model  This study considered five evolution measures  scattering of variation points, scattering of features, tangling of features, change impact on components, and efferent coupling between components  The results have shown evidences that aspect connectors can provide effective support for product line architecture evolution    2011 Springer Verlag   17 refs",Aspect connectors to support the evolution of component based product line architectures  A comparative study,"['Modular construction', 'Comparative studies', 'Component based', 'Component model', 'Modularizations', 'Object oriented', 'Product line architecture', 'Software Product Line', 'Variation mechanisms', 'Construction Methods', 'Computer Programming']","['Tizzei, Leonardo P', '', '', ' Rubira, Cec lia M', 'F', '', '']","University of Campinas, Campinas, SP, Brazil",2011,ECSA
876,877,"Software Product Lines  SPL , Component Based Software Engineering  CBSE  and Commercial Off The Shelf  COTS  components provide a rich supporting base for creating software architectures  Further, they promise significant improvements in the quality of software configurations that can be composed from pre built components  Software architectural styles provide a way for achieving a desired coherence for such component based architectures  This is because the different architectural styles enforce different quality attributes for a system  If the architectural style of an emergent system could be predicted in advance, a System Integrator could make necessary changes to ensure that the quality attributes dictated by the system requirements were satisfied before the actual system was deployed and tested  In this paper we propose a model for predicting architectural styles based on use cases that need to be met by a system configuration  Moreover, our technique can be used to determine stylistic conformance and hence indicate the presence or absence of architectural drift   2005 IEEE   7 refs",Predicting architectural styles from component specifications  Extended abstract,"['Computer software selection and evaluation', 'Electronic equipment', 'Quality management', 'Software engineering', 'Specifications', 'Verification', 'Commercial Off The Shelf (COTS)', 'Component based software engineering', 'Component Based Software Engineering (CBSE)', 'Software Product Lines (SPL)', 'System composition', 'Electronic Equipment, General Purpose and Industrial', 'Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory', 'Computer Programming', 'Computer Applications', 'Codes and Standards', 'Management']","['Bhattacharya, Sutirtha', '', '', 'Perry, Dewayne E', '', '']","PTD Automation, Intel Corporation, Hillsboro, OR   97124  2  Empirical Software Engineering Lab   ESEL , ECE, University of Texas at Austin, Austin, TX 78712",2005,WICSA
877,878,"Software Product Lines are typically used to support development of a software product family and not a software product population, which denotes a broader and more diverse range of software products  We present a Software Product Line Infrastructure  SPLI  that has been designed to increase the reuse of software efforts in product populations  The SPLI takes a bottom up approach by structuring product features in highly reusable software components called Active Components which contain different types of artefacts  Variability is expressed using domain specific models and formal variability models  Variability is bound during product derivation by executing model to artefact transformations  Components are active because they are invoked during the derivation process, thereby empowering the component  The SPLI enables step wise refinements of applications by allowing specialization and composition of models before variability is bound  A prototype of the SPLI has been created that was used to develop and evaluate an experimental software product line  It is concluded that within the context of our experimental software product line the SPLI improves software reuse in software product populations    2010 ACM   25 refs",Increasing software product reusability and variability using active components  A software product line infrastructure,"['Computer software reusability', 'Network architecture', 'Reusability', 'Software architecture', 'Technical presentations', 'Active components', 'components', 'model-driven development', 'Software Product Line', 'variability', 'Industrial Wastes', 'Computer Software, Data Handling and Applications', 'Information Dissemination']","['Geertsema, Bas', '', '', 'Jansen, Slinger']","Information and Computing Sciences, University Utrecht, Utrecht, Netherlands",2010,ECSA
878,879,"Software architecting entails making architecture decisions, which requires a lot of experience and expertise  Current literature contains several methods and processes to support architects with architecture design, documentation and evaluation but not with the design reasoning involved in decision making  In order to derive a systematic reasoning process we need to understand the current state of practice and propose ways to improve it  In this paper we present the results of a survey that was conducted with undergraduate software engineering students, aiming to find out the innate reasoning process during architecting  The results of the survey are compared to the existing architecture literature in order to identify promising directions towards systematic reasoning processes    2010 Springer Verlag Berlin Heidelberg   33 refs",Naive architecting   Understanding the reasoning process of students  A descriptive survey,"['Decision making', 'Surveys', 'Architecture decisions', 'Architecture designs', 'Reasoning process', 'Software architecting', 'State of practice', 'Undergraduate software engineering', 'Surveying', 'Computer Programming', 'Management']","['Van Heesch, Uwe', ' ,', '', ' Avgeriou, Paris']","University of Groningen, Netherlands  2  Fontys University of Applied Sciences Venlo, Netherlands",2010,ECSA
879,880,"Software architecting is a highly knowledge intensive process demanding and producing a large and rich amount of information  To remain competitive, companies and organizations working in the IT sector must be able to manage this knowledge portfolio and effectively exploit and reuse it  In the era of Web 2 0, knowledge grids, social networking, global development and semantic web, this working session addresses the problem of building a knowledge community in the field of software architecture  To this end, we aim at exploring the wishes of academics and industrial organizations, on the one hand, and their boundaries on he other  Our goal is to compare and contrast the inputs from academia and industry, and gain a shared understanding about what can be done now, and in the near future    2008 IEEE   14 refs",Wishes and boundaries for a software architecture knowledge community,"['Helium', 'Industrial management', 'Information theory', 'Amount of information', 'Architecture knowledge', 'Global developments', 'Industrial organizations', 'Knowledge communities', 'Knowledge grids', 'Knowledge intensive processes', 'Shared understanding', 'Social networking', 'Software architecting', 'Web 2.0', 'Working sessions', 'Information Theory and Signal Processing', 'Computer Programming', 'Chemical Products Generally', 'Management']","['Lago, Patricia', '', '', 'Avgeriou, Paris', '', '', 'Capilla, Rafael', '', '', 'Kruchten, Philippe']","VU Univ , Amsterdam, Netherlands  2  Univ  Groningen, Netherlands  3  University Rev , Juan Carlos, Spain  4  Univ  British Columbia, Canada",2008,WICSA
880,881,"Software architects are often forced to make design decisions based on limited information  In this paper, we present an approach that allows software architects to study information about design decisions made by hundreds or more software architects by automatically analyzing the version management data of large open source repositories  The contribution is, first, that it develops a conceptual model to reason about the automatic derivation of specifically medium level architectural design decisions  Second, we show that it is indeed possible to derive these design decisions automatically from open source projects  This provides a basis for statistical and quantitative reasoning about software architecture design decisions that allows software architects to make better informed decisions    2013 Springer Verlag   13 refs",Making the right decision  Supporting architects with design decision data,"['Architecture', 'Design', 'Architectural design decisions', 'Architectural knowledge', 'Automatic derivation', 'Components', 'Design decisions', 'Open source projects', 'Quantitative reasoning', 'Software architecture design', 'Buildings and Towers', 'Structural Design', 'Computer Programming']","['Van Der Ven, Jan Salvador', '', '', 'Bosch, Jan']","University of Groningen, Groningen, Netherlands  2  Chalmers University of Technology, Gothenborg, Sweden",2013,ECSA
881,882,"Software architects create and consume many interrelated artifacts during the architecting process  These artifacts may represent functional and nonfunctional requirements, architectural patterns, infrastructure topology units, code, and deployment descriptors as well as architecturally significant design decisions  Design decisions have to be linked to chunks of architecture description in order to achieve a fine grained control when a design is modified  Moreover, it is imperative to identify quickly the key decisions affected by a runtime change that are critical for a system s mission  This paper extends previous work on architectural knowledge with a metamodel for architectural decision capturing and sharing to   i  create and maintain fine grained dependency links between the entities during decision identification, making, and enforcement,  ii  keep track of the evolution of the decisions, and  iii  support runtime decisions    2011 Springer Verlag   25 refs",An enhanced architectural knowledge metamodel linking architectural design decisions to other artifacts in the software engineering lifecycle,"['Architectural design', 'Life cycle', 'Architectural design decisions', 'Architectural knowledge', 'evolution', 'Meta model', 'Runtimes', 'traceability', 'Buildings and Towers', 'Computer Programming', 'Production Engineering']","['Capilla, Rafael', '', '', 'Zimmermann, Olaf', '', '', 'Zdun, Uwe', '', '', 'Avgeriou, Paris', '', '', 'K ster, Jochen M', '', '']","Universidad Rey Juan Carlos, Madrid, Spain  2  IBM Research, Zurich, Switzerland  3  Vienna University of Technology, Vienna, Austria  4  University of Groningen, Groningen, Netherlands",2011,ECSA
882,883,"Software architects struggle to choose an adequate architectural style for multi tenant software systems  Bad choices result in poor performance, low scalability, limited flexibility, and obstruct software evolution  We present a comparison of 12 Multi Tenant Architecture  MTA  patterns that supports architects in choosing the most suitable architectural pattern, using 17 assessment criteria  Both patterns and criteria were evaluated by domain experts  Five architecture assessment rules of thumb are presented in the paper, aimed at making fast and efficient design decisions  The comparison provides architects with an effective method for selecting the applicable multi tenant architecture pattern, saving them effort, time, and mitigating the effects of making wrong decisions   14 refs",Multi tenant Architecture Comparison,"['software architecture', 'multitenant software architecture', 'multitenant software systems', 'software evolution', 'MTA patterns', 'assessment criteria', 'architecture assessment rules', 'design decisions', 'multitenant architecture pattern', 'Software engineering techniques']","['Kabbedijk, J', '', '', ' Pors, M', '', '', ' Jansen, S', '', '', ' Brinkkemper, S', '', '']","Dept  of Inf    Comput  Sci , Utrecht Univ , Utrecht, Netherlands",2014,ECSA
883,884,"Software architecture analysis methods aim to predict the quality of a system before it has been developed  In general, the quality of the architecture is validated by analyzing the impact of predefined scenarios on architectural components  Hereby, it is implicitly assumed that an appropriate refactoring of the architecture design can help in coping with critical scenarios and mending the architecture  This paper shows that there are also concerns at the architecture design level which inherently crosscut multiple architectural components, which cannot be localized in one architectural component and which, as such, can not be easily managed by using conventional abstraction mechanisms  We propose the Aspectual Software Architecture Analysis Method  ASAAM  to explicitly identify and specify these architectural aspects and make them transparent early in the software development life cycle  ASAAM introduces a set of heuristic rules that help to derive architectural aspects and the corresponding tangled architectural components from scenarios  The approach is ilustrated for architectural aspect identification in the architecture design of a window management system   18 refs",ASAAM  Aspectual software architecture analysis method,"['Computer aided design', 'Computer operating systems', 'Formal logic', 'Heuristic methods', 'Information science', 'Principal component analysis', 'Aspect-oriented software architecture design', 'Aspectual software architecture', 'Scenario based architectural evaluation', 'Tangled components', 'Mathematical Statistics', 'Mathematics', 'Information Science', 'Computer Applications', 'Computer Programming', 'Computer Systems and Equipment', 'Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory']","['Tekinerdogan, Bedir']","Department of Computer Science, University of Twente, P O  Box 217, 7500 AE Enschede, Netherlands",2004,WICSA
884,885,"Software architecture analysis methods aim to predict the quality of a system before it has been developed  In general, the quality of the architecture is validated by analyzing the impact of predefined scenarios on architectural components  Hereby, it is implicitly assumed that an appropriate refactoring of the architecture design can help in coping with critical scenarios and mending the architecture  This paper shows that there are also concerns at the architecture design level which inherently crosscut multiple architectural components, which cannot be localized in one architectural component and which, as such, can not be easily managed by using conventional abstraction mechanisms  We propose the aspectual software architecture analysis method  ASAAM  to explicitly identify and specify these architectural aspects and make them transparent early in the software development life cycle  ASAAM introduces a set of heuristic rules that help to derive architectural aspects and the corresponding tangled architectural components from scenarios  The approach is illustrated for architectural aspect identification in the architecture design of a window management system   18 refs",ASAAM  aspectual software architecture analysis method,"['object-oriented programming', 'software architecture', 'software quality', 'software architecture analysis', 'multiple architectural components', 'conventional abstraction mechanisms', 'aspect-oriented software architecture design', 'software development life cycle', 'heuristic rules', 'scenario-based aspect-identification', 'window management system', 'scenario-based architectural evaluation', 'system quality', 'architecture design refactoring', 'abstraction mechanism', 'architectural aspect identification', 'Software engineering techniques', 'Object oriented programming']","['Tekinerdogan, B', '', '']","Dept  of Comput  Sci , Twente Univ , Enschede, Netherlands",2004,WICSA
885,886,"Software architecture and software architecture practices become increasingly important for information systems since they enable reasoning on the design of the system  The concept of architectural knowledge, i e  architectural design decisions and the resulting design, plays a pivotal role in architecture  In order to get the most out of architectural knowledge, we need insight into the ways in which architectural knowledge is used  Currently, we lack this insight  We performed survey based research in the Netherlands to collect feedback on the importance of architectural knowledge for the daily work of practitioners in architecture  We present our findings using two perspectives  the architectural roles practitioners fulfill and the architecture level practitioners are engaged in  We use these perspectives to construct and reflect on the architect s mindset on architectural knowledge  This mindset of architects reveals an approach which is focused on  to create and communicate  rather than  to review and maintain  an architecture    2008 Springer Verlag Berlin Heidelberg   29 refs",The architect s mindset,"['Architecture', 'Computer software selection and evaluation', 'Design', 'Software architecture', 'Software design', 'Architectural knowledge', 'Architecture level', 'Design decisions', 'Information systems', 'International conferences', 'Netherlands', 'Pivotal role', 'Quality of softwares', 'Survey-based research', 'Buildings and Towers', 'Structural Design', 'Computer Software, Data Handling and Applications', 'Computer Programming']","['Clerc, Viktor', '', '', 'Lago, Patricia', '', '', 'Van Vliet, Hans']","Department of Computer Science, VU University, Amsterdam, Netherlands",2007,QoSA
886,887,"Software architecture and software architecture practices become increasingly important for information systems since they enable reasoning on the design of the system  The concept of architectural knowledge, i e  architectural design decisions and the resulting design, plays a pivotal role in architecture  In order to get the most out of architectural knowledge, we need insight into the ways in which architectural knowledge is used  Currently, we lack this insight  We performed survey based research in the Netherlands to collect feedback on the importance of architectural knowledge for the daily work of practitioners in architecture  We present our findings using two perspectives  the architectural roles practitioners fulfill and the architecture level practitioners are engaged in  We use these perspectives to construct and reflect on the architect s mindset on architectural knowledge  This mindset of architects reveals an approach which is focused on  to create and communicate  rather than  to review and maintain  an architecture   29 refs",The architect s mindset,"['information systems', 'software architecture', 'software architecture', 'information systems', 'architectural knowledge', 'survey-based research', 'Software engineering techniques']","['Clerc, V', '', '', ' Lago, P', '', '', ' van Vliet, H', '', '']","Dept  of Comput  Sci , VU Univ , Amsterdam, Netherlands",2008,QoSA
887,888,Software architecture can be represented as a set of design decisions  Exploring and analyzing architectural design decisions are difficult due to how the decisions are represented and displayed  We describe four visualization aspects that apply to architectural design decision exploration and analysis  1  tabular listing  2  decision structure visualization  3  decision chronology visualization  and 4  decision impact visualization  These aspects address some situations where visualization helps people understand and utilize decisions    2008 Springer Verlag Berlin Heidelberg   9 refs,Visualizing software architectural design decisions,"['Design', 'Software architecture', 'Software design', 'Structural design', 'Visualization', 'Decision impacts', 'Decision structures', 'Design decisions', 'Software architectural', 'Buildings and Towers', 'Structural Design', 'Structural Design, General', 'Computer Programming', 'Computer Applications', 'Engineering Graphics']","['Lee, Larix', '', '', 'Kruchten, Philippe']",University of British Columbia,2008,ECSA
888,889,"Software architecture consists of a set of design choices that can be partially expressed in form of rules that the implementation must conform to  Architectural rules are intended to ensure properties that fulfill fundamental non functional requirements  Verifying architectural rules is often a non trivial activity  available tools are often not very usable and support only a narrow subset of the rules that are commonly specified by practitioners  In this paper we present a new highly readable declarative language for specifying architectural rules  With our approach, users can specify a wide variety of rules using a single uniform notation  Rules can get tested by third party tools by conforming to pre defined specification templates  Practitioners can take advantage of the capabilities of a growing number of testing tools without dealing with them directly    2014 ACM   19 refs",Dicto  A unified DSL for testing architectural rules,"['Computer applications', 'Computer programming', 'DSL', 'Architectural rules', 'Declarative Languages', 'Non-functional requirements', 'Non-trivial', 'Testing tools', 'Third-party tools', 'Validation', 'Telecommunication  Radar, Radio and Television', 'Computer Software, Data Handling and Applications']","['Caracciolo, Andrea', '', '', 'Lungu, Mircea Filip', '', '', 'Nierstrasz, Oscar']","Software Composition Group, University of Bern, Switzerland",2014,ECSA
889,890,"Software architecture description languages allow software designers to focus on high level aspects of an application by abstracting from details  In general, a system s architecture is specified in a hierarchical way  In fact, hierarchical components hide, at each level, the complexity of the sub entities composing the system  As rewriting logic is a natural semantic framework for representing concurrency, parallelism, communication and interaction, it can be used for systems specification and verification  In this paper, we show how we can take advantage of hierarchical modeling of software systems specified with LfP, to proto type model checking process using Maude system  This approach allows us to hide and show, freely and easily, encapsulated details by moving between hierarchical levels  Thus, state explosion problem is mastered and reduced  In addition, system s maintainability and error detection become easier and faster    Springer Verlag Berlin Heidelberg 2007   17 refs",Hierarchical verification in maude of LfP software architectures,"['Computer programming languages', 'Logic programming', 'Semantics', 'Verification', 'Hierarchical verification', 'Software architecture description languages', 'Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory', 'Computer Programming Languages', 'Computer Applications', 'Information Dissemination']","['Jerad, Chadlia', '', '', 'Barkaoui, Kamel', '', '', 'Touzi, Amel Grissa']","LSTS   ENIT, BP 37, Le Belvedere 1002 Tunis, Tunisia  2  CEDRIC   CNAM, 292, Rue Saint Martin, Paris 75003, France",2007,ECSA
890,891,"Software architecture description languages allow software designers to focus on high level aspects of an application by abstracting from details  In general, a system s architecture is specified in a hierarchical way  In fact, hierarchical components hide, at each level, the complexity of the sub entities composing the system  As rewriting logic is a natural semantic framework for representing concurrency, parallelism, communication and interaction, it can be used for systems specification and verification  In this paper, we show how we can take advantage of hierarchical modeling of software systems specified with LfP, to proto type model checking process using Maude system  This approach allows us to hide and show, freely and easily, encapsulated details by moving between hierarchical levels  Thus, state explosion problem is mastered and reduced  In addition, system s maintainability and error detection become easier and faster    Springer Verlag Berlin Heidelberg 2007   17 refs",Hierarchical verification in maude of LfP software architectures,"['Computer programming languages', 'Logic programming', 'Semantics', 'Verification', 'Hierarchical verification', 'Software architecture description languages', 'Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory', 'Computer Programming Languages', 'Computer Applications', 'Information Dissemination']","['Jerad, Chadlia', '', '', 'Barkaoui, Kamel', '', '', 'Touzi, Amel Grissa']","LSTS   ENIT, BP 37, Le Belvedere 1002 Tunis, Tunisia  2  CEDRIC   CNAM, 292, Rue Saint Martin, Paris 75003, France",2008,ECSA
891,892,"Software architecture description languages allow software designers to focus on high level aspects of an application by abstracting from details  In general, a system s architecture is specified in a hierarchical way  In fact, hierarchical components hide, at each level, the complexity of the sub entities composing the system  As rewriting logic is a natural semantic framework for representing concurrency, parallelism, communication and interaction, it can be used for systems specification and verification  In this paper, we show how we can take advantage of hierarchical modeling of software systems specified with LfP, to prototype model checking process using Maude system  This approach allows us to hide and show, freely and easily, encapsulated details by moving between hierarchical levels  Thus, state explosion problem is mastered and reduced  In addition, system s maintainability and error detection become easier and faster   17 refs",Hierarchical verification in Maude of LfP software architectures,"['formal verification', 'rewriting systems', 'software architecture', 'specification languages', 'hierarchical verification', 'LfP software architecture', 'software architecture description language', 'system architecture', 'rewriting logic', 'natural semantic framework', 'systems specification', 'systems verification', 'hierarchical modeling', 'software systems', 'model checking', 'Maude system', 'Software engineering techniques', 'Formal languages and computational linguistics', 'Formal methods']","['Jerad, C', '', '', ' Barkaoui, K', ' Grissa Touzi, A']","LSTS   ENIT, Tunis, Tunisia",2007,ECSA
